timestamp,step,elapsed_s,temp_c,error_c,heater_norm,pwm_cmd,esp_safety,host_safety,phase,kp,ki,kd,ramp_loss,approach_loss,steady_loss
2026-04-06T22:40:19,185,325.303,37.5625,-0.5625,0.0,0,0,0,approach,8.0,1.0,250.0,0.010348532348871231,0.10064888000488281,
2026-04-06T22:40:21,186,327.028,37.5625,-0.5625,0.0,0,0,0,approach,8.0,1.0,250.0,0.003826569067314267,0.11349517107009888,
2026-04-06T22:40:23,187,328.58,37.5625,-0.5625,0.0,0,0,0,approach,8.0,1.0,250.0,0.0008633392862975597,0.2482076734304428,
2026-04-06T22:40:24,188,330.628,37.5625,-0.5625,0.0,0,0,0,approach,8.0,1.0,250.0,0.0013968817656859756,0.11353403329849243,
2026-04-06T22:40:26,189,332.163,37.5625,-0.5625,0.0,0,0,0,approach,8.0,1.0,250.0,0.03532788157463074,0.3286806344985962,
2026-04-06T22:40:28,190,334.007,37.5625,-0.5625,0.0,0,0,0,approach,8.0,1.0,250.0,0.013342008925974369,0.11515066027641296,
2026-04-06T22:40:29,191,335.951,37.5625,-0.5625,0.0,0,0,0,approach,8.0,1.0,250.0,0.0010099941864609718,0.11708860099315643,
2026-04-06T22:40:31,192,337.488,37.5,-0.5,0.0,0,0,0,approach,8.0,1.0,250.0,0.0035636809188872576,0.08501935005187988,
2026-04-06T22:40:33,193,339.434,37.5,-0.5,0.0,0,0,0,approach,8.0,1.0,250.0,0.01459120400249958,0.09874750673770905,
2026-04-06T22:40:35,194,341.177,37.5,-0.5,0.0,0,0,0,approach,8.0,1.0,250.0,0.0030582472681999207,0.054997190833091736,
2026-04-06T22:40:37,195,342.916,37.5,-0.5,0.0,0,0,0,approach,8.0,1.0,250.0,0.00582280196249485,0.09271277487277985,
2026-04-06T22:40:38,196,344.758,37.5,-0.5,0.0,0,0,0,approach,8.0,1.0,250.0,0.006491655483841896,0.08406052738428116,
2026-04-06T22:40:40,197,346.193,37.5,-0.5,0.0,0,0,0,approach,8.0,1.0,250.0,0.0022556830663233995,0.03796451538801193,
2026-04-06T22:40:41,198,347.627,37.4375,-0.4375,0.0,0,0,0,approach,8.0,1.0,250.0,0.001196573255583644,0.03192111477255821,
2026-04-06T22:40:43,199,349.06,37.4375,-0.4375,0.0,0,0,0,approach,8.0,1.0,250.0,0.024921830743551254,0.048767950385808945,
2026-04-06T22:40:45,200,350.903,37.4375,-0.4375,0.0,0,0,0,approach,8.0,1.0,250.0,0.00220527034252882,0.04016352444887161,
2026-04-06T22:40:47,201,352.644,37.375,-0.375,0.98296,123,0,0,approach,8.0,1.0,250.0,0.016022996976971626,0.022929197177290916,
2026-04-06T22:40:49,202,354.794,37.375,-0.375,0.0,0,0,0,approach,8.0,1.0,250.0,0.025101909413933754,0.07013597339391708,
2026-04-06T22:40:51,203,357.356,37.375,-0.375,0.0,0,0,0,approach,8.0,1.0,250.0,0.014884881675243378,0.03077211230993271,
